Restaurant,Review,Sentiment,Processed_Tokens,Processed_Text,SWN_Positive,SWN_Negative,SWN_Objective
American Wild Wings,"Been there for a dinner had a great experience of tasting Chicken wings ordered hulk wings so delicious hot served with mind blowing sauces like original hot , amazon wild , lemon pepper and pataya thai at a reasonable price. their combos were really superb with unmatched quality of burgers and salads with refreshing lemonade and starwberry mojitos. However suggest to  place different flavors of dips to be served with wings to make it more and more tasty.",1,"['dinner', 'great', 'experience', 'taste', 'chicken', 'wing', 'order', 'hulk', 'wing', 'delicious', 'hot', 'serve', 'mind', 'blowing', 'sauce', 'like', 'original', 'hot', 'amazon', 'wild', 'lemon', 'pepper', 'pataya', 'thai', 'reasonable', 'price', 'combo', 'really', 'superb', 'unmatched', 'quality', 'burger', 'salads', 'refresh', 'lemonade', 'starwberry', 'mojitos', 'however', 'suggest', 'place', 'different', 'flavor', 'dip', 'serve', 'wing', 'make', 'tasty']",dinner great experience taste chicken wing order hulk wing delicious hot serve mind blowing sauce like original hot amazon wild lemon pepper pataya thai reasonable price combo really superb unmatched quality burger salads refresh lemonade starwberry mojitos however suggest place different flavor dip serve wing make tasty,0.04769898364946842,0.026897448160927585,0.925403568189604
Being Hungry,"ordered special chicken biryani and hallelujah, i can feel i'm blessed with one good meal. Thank you so much for this amazing meal and i definitely am ordering from you guys",1,"['order', 'special', 'chicken', 'biryani', 'hallelujah', 'feel', 'im', 'bless', 'one', 'good', 'meal', 'thank', 'much', 'amazing', 'meal', 'definitely', 'order', 'guy']",order special chicken biryani hallelujah feel im bless one good meal thank much amazing meal definitely order guy,0.04924620132953466,0.018631291547958215,0.9321225071225072
The Lal Street - Bar Exchange,A great party place and a decent size dance floor to try out all your new moves and get loose. The food is tasty and love the concept of ordering drinks via app as per drink exchange rate.,1,"['great', 'party', 'place', 'decent', 'size', 'dance', 'floor', 'try', 'new', 'move', 'get', 'loose', 'food', 'tasty', 'love', 'concept', 'order', 'drink', 'via', 'app', 'per', 'drink', 'exchange', 'rate']",great party place decent size dance floor try new move get loose food tasty love concept order drink via app per drink exchange rate,0.048347531488978863,0.019897545802151067,0.93175492270887
The Fisherman's Wharf,"Excellent ambience, great food and service... There starters, desserts and mocktails are absolutely delicious. The main course is above average. That's what makes this place a 5 star fine dining restaurant. They have different sections both open and covered and named under Goan beaches. They have a fresh catch section, from where you can choose fishes, crabs and lobsters and ask them to prepare it.",1,"['excellent', 'ambience', 'great', 'food', 'service', 'starter', 'desserts', 'mocktails', 'absolutely', 'delicious', 'main', 'course', 'average', 'thats', 'make', 'place', 'star', 'fine', 'din', 'restaurant', 'different', 'section', 'open', 'cover', 'name', 'goan', 'beach', 'fresh', 'catch', 'section', 'choose', 'fish', 'crab', 'lobster', 'ask', 'prepare']",excellent ambience great food service starter desserts mocktails absolutely delicious main course average thats make place star fine din restaurant different section open cover name goan beach fresh catch section choose fish crab lobster ask prepare,0.02915925242697314,0.010151490643926368,0.9606892569291006
Hitech Bawarchi Food Zone,quantity is very low,0,"['quantity', 'low']",quantity low,0.09294871794871795,0.08974358974358974,0.8173076923076922
Pista House,Shitty place... Shitty service... Shitty management... Not again... Not always brand will work.. Think twice before u check in.. Wrost place in recent times.,0,"['shitty', 'place', 'shitty', 'service', 'shitty', 'management', 'not', 'not', 'always', 'brand', 'work', 'think', 'twice', 'u', 'check', 'wrost', 'place', 'recent', 'time']",shitty place shitty service shitty management not not always brand work think twice u check wrost place recent time,0.02719561174422286,0.07465327239632796,0.8981511158594492
The Indi Grill,Food environment ambience everything is nice here. Loved this place and must visit. Service is pretty fast and the crew is excellent. Awesome place to be with big teams.,1,"['food', 'environment', 'ambience', 'everything', 'nice', 'love', 'place', 'must', 'visit', 'service', 'pretty', 'fast', 'crew', 'excellent', 'awesome', 'place', 'big', 'team']",food environment ambience everything nice love place must visit service pretty fast crew excellent awesome place big team,0.046309389140271495,0.01616704374057315,0.9375235671191553
Beyond Flavours,Polite and friendly staff. Nice ambience and good spread of menu. Drinks are awesome. Service is very good by manav... looking forward to seeing it again...,1,"['polite', 'friendly', 'staff', 'nice', 'ambience', 'good', 'spread', 'menu', 'drink', 'awesome', 'service', 'good', 'manav', 'look', 'forward', 'see']",polite friendly staff nice ambience good spread menu drink awesome service good manav look forward see,0.03780448717948718,0.013744658119658118,0.9484508547008547
Squeeze @ The Lime,nice Tatra pack is missing and also Poha is dry undercooked,0,"['nice', 'tatra', 'pack', 'miss', 'also', 'poha', 'dry', 'undercooked']",nice tatra pack miss also poha dry undercooked,0.014245014245014245,0.029558404558404555,0.9561965811965812
Royal Spicy Restaurant,good,1,['good'],good,0.0,0.0,0.0
AB's - Absolute Barbecues,"""THE BEST"" Barbeque in the city or across many cities. The food quality, food taste, food variety everything is just awesome. And the best part is service. Waiters are very well trained and polite. You would simply love this restaurant. Has vallet parking too.",1,"['best', 'barbeque', 'city', 'across', 'many', 'city', 'food', 'quality', 'food', 'taste', 'food', 'variety', 'everything', 'awesome', 'best', 'part', 'service', 'waiter', 'well', 'trained', 'polite', 'would', 'simply', 'love', 'restaurant', 'vallet', 'parking']",best barbeque city across many city food quality food taste food variety everything awesome best part service waiter well trained polite would simply love restaurant vallet parking,0.10241637192092658,0.02909078910293485,0.8684928389761386
Arena Eleven,I like the place very much. It is the good place to hangout with friends. Out side sitting was very very beautiful I love this place. I’ll come back again to this place,1,"['like', 'place', 'much', 'good', 'place', 'hangout', 'friend', 'side', 'sit', 'beautiful', 'love', 'place', 'ill', 'come', 'back', 'place']",like place much good place hangout friend side sit beautiful love place ill come back place,0.07394402472527474,0.023117941086691084,0.9029380341880341
Hitech Bawarchi Food Zone,"Zomato, I didn't know that delivering a 2 litre soft drink bottle takes 1 hour...my time is valuable,I could have bought it myself if I knew that your services are so shitty",0,"['zomato', 'didnt', 'know', 'deliver', 'litre', 'soft', 'drink', 'bottle', 'take', 'hourmy', 'time', 'valuablei', 'could', 'buy', 'know', 'service', 'shitty']",zomato didnt know deliver litre soft drink bottle take hourmy time valuablei could buy know service shitty,0.03700644749986855,0.01241658560737508,0.9505769668927563
Shah Ghouse Hotel & Restaurant,The waiters were very rude that the hotel is very busy...if you ask for starters and soups they say it will late order biryani🤨🤨...Inam shocked with their behaviour with customers,0,"['waiter', 'rude', 'hotel', 'busyif', 'ask', 'starter', 'soup', 'say', 'late', 'order', 'biryani', 'facewithraisedeyebrow', 'facewithraisedeyebrow', 'inam', 'shock', 'behaviour', 'customer']",waiter rude hotel busyif ask starter soup say late order biryani facewithraisedeyebrow facewithraisedeyebrow inam shock behaviour customer,0.04653410315175022,0.03797672915319974,0.91548916769505
Marsala Food Company,"Mandi is worst, mutton is horrible, we orde
red 2 mutton juicy Mandi and we left all the pieces as is. Don't even try
Thanks

Waste of time.",0,"['mandi', 'bad', 'mutton', 'horrible', 'orde', 'red', 'mutton', 'juicy', 'mandi', 'leave', 'piece', 'dont', 'even', 'try', 'thanks', 'waste', 'time']",mandi bad mutton horrible orde red mutton juicy mandi leave piece dont even try thanks waste time,0.029031713900134953,0.07057869031553243,0.9003895957843326
Jonathan's Kitchen - Holiday Inn Express & Suites,"Went to this amazing place quite sometime back. It's a very pretty, romantic place for a fine dining experience.

Great food, service and hospitality. They had live music elate the already beautiful and well lit ambience! I'd suggest a dinner at this place with your close ones! Better to reserve a table in advance.

Lovely taste in food. Delicious mushroom soup and the Quattro Formaggi is a wonderful burst of different cheeses in your mouth! Loved the appetizers and desserts as well.

Must try: Forest mushroom soup, Crispy corn pepper salt, Quattro Formaggi, Tiramisu

Would actually give it a 4.5/5",1,"['go', 'amazing', 'place', 'quite', 'sometime', 'back', 'pretty', 'romantic', 'place', 'fine', 'din', 'experience', 'great', 'food', 'service', 'hospitality', 'live', 'music', 'elate', 'already', 'beautiful', 'well', 'lit', 'ambience', 'id', 'suggest', 'dinner', 'place', 'close', 'one', 'well', 'reserve', 'table', 'advance', 'lovely', 'taste', 'food', 'delicious', 'mushroom', 'soup', 'quattro', 'formaggi', 'wonderful', 'burst', 'different', 'cheese', 'mouth', 'loved', 'appetizer', 'desserts', 'well', 'must', 'try', 'forest', 'mushroom', 'soup', 'crispy', 'corn', 'pepper', 'salt', 'quattro', 'formaggi', 'tiramisu', 'would', 'actually', 'give']",go amazing place quite sometime back pretty romantic place fine din experience great food service hospitality live music elate already beautiful well lit ambience id suggest dinner place close one well reserve table advance lovely taste food delicious mushroom soup quattro formaggi wonderful burst different cheese mouth loved appetizer desserts well must try forest mushroom soup crispy corn pepper salt quattro formaggi tiramisu would actually give,0.07122368556962856,0.03653531516269089,0.8922409992676806
Faasos,"Fasoos Navratri review program.
Ordered the Singhada aloo paratha and panner makhanwala meal.
The packaging and the presentation was very nicely done.
The singhada aloo parathas were nicely baked and tasted really good. The spices in the parathas were less but that's according to my preference.
The paneer makhanwala was creamy and tasty. It was neither too spicy nor too sweet, it had just the right taste and aroma.
Overall a good experience, definitely recommended.",1,"['fasoos', 'navratri', 'review', 'program', 'order', 'singhada', 'aloo', 'paratha', 'panner', 'makhanwala', 'meal', 'packaging', 'presentation', 'nicely', 'do', 'singhada', 'aloo', 'parathas', 'nicely', 'bake', 'taste', 'really', 'good', 'spice', 'parathas', 'less', 'thats', 'accord', 'preference', 'paneer', 'makhanwala', 'creamy', 'tasty', 'neither', 'spicy', 'sweet', 'right', 'taste', 'aroma', 'overall', 'good', 'experience', 'definitely', 'recommend']",fasoos navratri review program order singhada aloo paratha panner makhanwala meal packaging presentation nicely do singhada aloo parathas nicely bake taste really good spice parathas less thats accord preference paneer makhanwala creamy tasty neither spicy sweet right taste aroma overall good experience definitely recommend,0.06729508612732296,0.020444285246916827,0.9122606286257601
eat.fit,I ordered from this place from Zomato. The amount of food was almost negligible but the price was extorbitant. I ordered anti oxidant kick and potato flakes. The juice was ordinary and hardly 150ml. The potato flakes nothing more than normal Haldiram mixture. I am definitely not ordering next time.,0,"['ordered', 'place', 'zomato', 'amount', 'food', 'almost', 'negligible', 'price', 'extorbitant', 'order', 'anti', 'oxidant', 'kick', 'potato', 'flake', 'juice', 'ordinary', 'hardly', 'ml', 'potato', 'flake', 'nothing', 'normal', 'haldiram', 'mixture', 'definitely', 'not', 'order', 'next', 'time']",ordered place zomato amount food almost negligible price extorbitant order anti oxidant kick potato flake juice ordinary hardly ml potato flake nothing normal haldiram mixture definitely not order next time,0.040475577250130824,0.04967805631868132,0.9098463664311878
The Fisherman's Wharf,"This place makes you feel like you are at the shore of a beautiful beach in goa, sipping on your favourite drink and just taking the whole feeling. Designed to make you feel like your on vacation, it ticks all the right boxes for a foodie like me. Different sections of the restaurants are named after various places in goa,making it a perfect place to feel like you are on a vacation. We had the potato rechado which was spicy and very flavourful.Mushroom tonak and Mix veg foogath with vegetable pulao was our main course which we enjoyed as well. It is the place if u want to try goan cuisine.",1,"['place', 'make', 'feel', 'like', 'shore', 'beautiful', 'beach', 'goa', 'sip', 'favourite', 'drink', 'take', 'whole', 'feeling', 'design', 'make', 'feel', 'like', 'vacation', 'tick', 'right', 'box', 'foodie', 'like', 'different', 'section', 'restaurant', 'name', 'various', 'place', 'goamaking', 'perfect', 'place', 'feel', 'like', 'vacation', 'potato', 'rechado', 'spicy', 'flavourfulmushroom', 'tonak', 'mix', 'veg', 'foogath', 'vegetable', 'pulao', 'main', 'course', 'enjoy', 'well', 'place', 'u', 'want', 'try', 'goan', 'cuisine']",place make feel like shore beautiful beach goa sip favourite drink take whole feeling design make feel like vacation tick right box foodie like different section restaurant name various place goamaking perfect place feel like vacation potato rechado spicy flavourfulmushroom tonak mix veg foogath vegetable pulao main course enjoy well place u want try goan cuisine,0.051924937157983714,0.019646533873073784,0.9284285289689428
Domino's Pizza,Fully disappointed.....i had ordered a double cheese margherita but for god sake i didnt find a single bit of cheese also in that valuable pizza...y they have been called it as double cheese margherita then without cheese...they r giving offers to cheat people like this...no more orders n zomato r dominos hereafter..good bye,0,"['fully', 'disappointedi', 'order', 'double', 'cheese', 'margherita', 'god', 'sake', 'didnt', 'find', 'single', 'bit', 'cheese', 'also', 'valuable', 'pizzay', 'call', 'double', 'cheese', 'margherita', 'without', 'cheesethey', 'r', 'give', 'offer', 'cheat', 'people', 'like', 'thisno', 'order', 'n', 'zomato', 'r', 'domino', 'hereaftergood', 'bye']",fully disappointedi order double cheese margherita god sake didnt find single bit cheese also valuable pizzay call double cheese margherita without cheesethey r give offer cheat people like thisno order n zomato r domino hereaftergood bye,0.00983451959485794,0.012006580251411077,0.9781589001537311
KS Bakers,"Wonderful place to have burgers, pizzas, pastries as well. Burger is cheesy liked it very much.. Felt delicious..... Had pastry too good price and worth taste",1,"['wonderful', 'place', 'burger', 'pizzas', 'pastry', 'well', 'burger', 'cheesy', 'liked', 'much', 'felt', 'delicious', 'pastry', 'good', 'price', 'worth', 'taste']",wonderful place burger pizzas pastry well burger cheesy liked much felt delicious pastry good price worth taste,0.08747625473941262,0.026892901323822375,0.885630843936765
Biryanis And More,too bad but tasty,0,"['bad', 'tasty']",bad tasty,0.0625,0.125,0.8125
Pista House,Biryani is worst....No A/C...But the prices are the same like a big restaurant...No proper service..owner is irresponsible..They make customers fools with their behavior..most of the ratings might be created ratings as I have seen 80 percent dissatisfaction from the customers..will never visit it again in my life.Their was no ZERO rating so giving 1 rating..My friends and colleagues told me similar response but I wanted to try as it is a big brand.. finally paid for not listening to them.,0,"['biryani', 'worstno', 'acbut', 'price', 'like', 'big', 'restaurantno', 'proper', 'serviceowner', 'irresponsiblethey', 'make', 'customer', 'fool', 'behaviormost', 'rating', 'might', 'create', 'rating', 'see', 'percent', 'dissatisfaction', 'customerswill', 'never', 'visit', 'lifetheir', 'no', 'zero', 'rating', 'give', 'ratingmy', 'friend', 'colleague', 'tell', 'similar', 'response', 'want', 'try', 'big', 'brand', 'finally', 'pay', 'not', 'listen']",biryani worstno acbut price like big restaurantno proper serviceowner irresponsiblethey make customer fool behaviormost rating might create rating see percent dissatisfaction customerswill never visit lifetheir no zero rating give ratingmy friend colleague tell similar response want try big brand finally pay not listen,0.03721882941619783,0.04742563258587694,0.9153555379979251
KS Bakers,"A week back, I ordered a black forest cake from KS Bakers Gachibowli. All excitement died after the first bite. It was for the first time in my life (after tasting black forest cake a zillion times before) that I tasted a black forest cake with a strong lingering elachi flavour. After reading a previous review mentioning this same issue, I thought that the suggestion was taken and improvement/change would have been done. I am sorry to say that the situation of the black forest cake remains the same. I would recommend everyone NOT to try the black forest cake from KS Bakers. It is a true disappointment.",0,"['week', 'back', 'order', 'black', 'forest', 'cake', 'k', 'baker', 'gachibowli', 'excitement', 'die', 'first', 'bite', 'first', 'time', 'life', 'taste', 'black', 'forest', 'cake', 'zillion', 'time', 'tasted', 'black', 'forest', 'cake', 'strong', 'lingering', 'elachi', 'flavour', 'read', 'previous', 'review', 'mention', 'issue', 'think', 'suggestion', 'take', 'improvementchange', 'would', 'do', 'sorry', 'say', 'situation', 'black', 'forest', 'cake', 'remains', 'would', 'recommend', 'everyone', 'not', 'try', 'black', 'forest', 'cake', 'k', 'baker', 'true', 'disappointment']",week back order black forest cake k baker gachibowli excitement die first bite first time life taste black forest cake zillion time tasted black forest cake strong lingering elachi flavour read previous review mention issue think suggestion take improvementchange would do sorry say situation black forest cake remains would recommend everyone not try black forest cake k baker true disappointment,0.029413424790539443,0.042717045642327596,0.9278695295671335
Gal Punjab Di,"Good ambience. Amazing food. 'Gol Gol Gaulloti' and Dal Makhani are must try items.
Good place!
Good ambience. Amazing food. 'Gol Gol Gaulloti' and Dal Makhani are must try items.
Good place!",1,"['good', 'ambience', 'amaze', 'food', 'gol', 'gol', 'gaulloti', 'dal', 'makhani', 'must', 'try', 'item', 'good', 'place', 'good', 'ambience', 'amaze', 'food', 'gol', 'gol', 'gaulloti', 'dal', 'makhani', 'must', 'try', 'item', 'good', 'place']",good ambience amaze food gol gol gaulloti dal makhani must try item good place good ambience amaze food gol gol gaulloti dal makhani must try item good place,0.014998998397435896,0.01553318643162393,0.9694678151709402
Hyderabad Chefs,"charging 10rs for packing but its bulshit, charging 10 for normal packings😈... comming to taste.. i ordered chicken fry piece biryani which tasts nutral.. means no flavour... very bad",0,"['charge', 'r', 'pack', 'bulshit', 'charge', 'normal', 'packing', 'smilingfacewithhorns', 'comming', 'taste', 'order', 'chicken', 'fry', 'piece', 'biryani', 'tasts', 'nutral', 'mean', 'no', 'flavour', 'bad']",charge r pack bulshit charge normal packing smilingfacewithhorns comming taste order chicken fry piece biryani tasts nutral mean no flavour bad,0.031046469869999288,0.018391690009337068,0.9505618401206637
The Fisherman's Wharf,What a amazing place where I feel wow. Special pizza really yummy and wich is call classic mojito excellent.and music and service everything an overall excellent special thanks to Mr Rahul he is very politely I enjo my lunch .............👌👌👌👌👌👌👌👌👌👌👍👍👍,1,"['amaze', 'place', 'feel', 'wow', 'special', 'pizza', 'really', 'yummy', 'wich', 'call', 'classic', 'mojito', 'excellentand', 'music', 'service', 'everything', 'overall', 'excellent', 'special', 'thanks', 'mr', 'rahul', 'politely', 'enjo', 'lunch', 'okhand', 'okhand', 'okhand', 'okhand', 'okhand', 'okhand', 'okhand', 'okhand', 'okhand', 'okhand', 'thumbsup', 'thumbsup', 'thumbsup']",amaze place feel wow special pizza really yummy wich call classic mojito excellentand music service everything overall excellent special thanks mr rahul politely enjo lunch okhand okhand okhand okhand okhand okhand okhand okhand okhand okhand thumbsup thumbsup thumbsup,0.0651278409090909,0.03269777097902098,0.902174388111888
T Grill,Very bad restaurant. Wast of money and worst quality of food especially Birney and starters its better to go to buffet abs with that money. Worst quality of food,0,"['bad', 'restaurant', 'wast', 'money', 'bad', 'quality', 'food', 'especially', 'birney', 'starter', 'well', 'go', 'buffet', 'abs', 'money', 'bad', 'quality', 'food']",bad restaurant wast money bad quality food especially birney starter well go buffet abs money bad quality food,0.07760416666666667,0.01328125,0.9091145833333333
B-Dubs,This is a place to enjoy and chill out. If you want to celebrate your birthday please do come here.best place. The service here is fantastic . We were were well treated by Mr praveen. Felt very special here,1,"['place', 'enjoy', 'chill', 'want', 'celebrate', 'birthday', 'please', 'come', 'herebest', 'place', 'service', 'fantastic', 'well', 'treat', 'mr', 'praveen', 'felt', 'special']",place enjoy chill want celebrate birthday please come herebest place service fantastic well treat mr praveen felt special,0.07541244085775334,0.02686787431318681,0.8977196848290597
Momos Delight,v good,1,"['v', 'good']",v good,0.0,0.0,1.0
Pista House,"Went there a week ago. The foods were average i will rate the food a 3 out of 5!

Now come to the service - We ordered 3 butter chicken but they gave us 1, so had to wait for another 15-20mins to get the other butter chicken (please do not compare the taste of butter chicken if youre from north India)

The restaurant looks good from the outside, but inside House Flies will accompany you with your food and friends..",0,"['go', 'week', 'ago', 'foods', 'average', 'rate', 'food', 'come', 'service', 'order', 'butter', 'chicken', 'give', 'u', 'wait', 'another', 'min', 'get', 'butter', 'chicken', 'please', 'not', 'compare', 'taste', 'butter', 'chicken', 'youre', 'north', 'india', 'restaurant', 'look', 'good', 'outside', 'inside', 'house', 'fly', 'accompany', 'food', 'friend']",go week ago foods average rate food come service order butter chicken give u wait another min get butter chicken please not compare taste butter chicken youre north india restaurant look good outside inside house fly accompany food friend,0.023685119611232968,0.03717502695235489,0.939139853436412
Aromas@11SIX,Good,1,['good'],good,0.0,0.0,0.0
B-Dubs,Came here for the first time.the experience was really amazing .I liked the way they celebrated my frnds bday..thanku prabhu for ur best service.....,1,"['come', 'first', 'timethe', 'experience', 'really', 'amazing', 'liked', 'way', 'celebrate', 'frnds', 'bdaythanku', 'prabhu', 'ur', 'best', 'service']",come first timethe experience really amazing liked way celebrate frnds bdaythanku prabhu ur best service,0.06484231913919414,0.005480196886446886,0.9296774839743589
Domino's Pizza,It is waste to order pizza from this restaurant. I forgot that I have preferred a cheese burst pizza. There is no cheese in pizza and moreover the diameter of uttappam is far better than this pizza. I will never prefer this,0,"['waste', 'order', 'pizza', 'restaurant', 'forget', 'preferred', 'cheese', 'burst', 'pizza', 'no', 'cheese', 'pizza', 'moreover', 'diameter', 'uttappam', 'far', 'well', 'pizza', 'never', 'prefer']",waste order pizza restaurant forget preferred cheese burst pizza no cheese pizza moreover diameter uttappam far well pizza never prefer,0.03949758209626631,0.037409328609986504,0.9230930892937472
KS Bakers,I went to this for the first time and I took a cake of 500gms chocolate pastry.I loved the taste and for the first time in my life we didn’t wasted the cake since it is also a birthday,1,"['go', 'first', 'time', 'take', 'cake', 'gm', 'chocolate', 'pastryi', 'love', 'taste', 'first', 'time', 'life', 'didnt', 'waste', 'cake', 'since', 'also', 'birthday']",go first time take cake gm chocolate pastryi love taste first time life didnt waste cake since also birthday,0.07005494505494504,0.01586665649165649,0.9140783984533987
Kritunga Restaurant,good,1,['good'],good,0.0,0.0,0.0
Hyper Local,"Food - 4/5
Ambience - 3.5/5
Service - 1/5

I visited the place last week. The food was tasty and so was ambience but I have serious concern with the services.

We asked for regular water , and they brought dirty, stinky water just to sell the bottled water. The waiter made facial remarks as in this is what you get for free.

It was highly irresponsible.
Also we had to literally beg them to bring the cheque.

Please train your staff if you want to .",0,"['food', 'ambience', 'service', 'visit', 'place', 'last', 'week', 'food', 'tasty', 'ambience', 'serious', 'concern', 'service', 'ask', 'regular', 'water', 'bring', 'dirty', 'stinky', 'water', 'sell', 'bottled', 'water', 'waiter', 'make', 'facial', 'remark', 'get', 'free', 'highly', 'irresponsible', 'also', 'literally', 'beg', 'bring', 'cheque', 'please', 'train', 'staff', 'want']",food ambience service visit place last week food tasty ambience serious concern service ask regular water bring dirty stinky water sell bottled water waiter make facial remark get free highly irresponsible also literally beg bring cheque please train staff want,0.04729050924293222,0.027697737643237828,0.9250117531138297
GD's,One of the best tasting burgers in Hyderabad. I have tried many burgers in Hyderabad but this place serves the best burger. The charcoal grilled chicken with cheese is very delicious.,1,"['one', 'best', 'taste', 'burger', 'hyderabad', 'try', 'many', 'burger', 'hyderabad', 'place', 'serf', 'best', 'burger', 'charcoal', 'grill', 'chicken', 'cheese', 'delicious']",one best taste burger hyderabad try many burger hyderabad place serf best burger charcoal grill chicken cheese delicious,0.02880757819322061,0.023886102180413326,0.9473063196263661
Tiki Shack,"The only thing I liked about this place is there ambience, it was good other than that everything was just average or below average.
The service at this place is pathetic , we had to call the waiters several time for one small thing also .
It was a pub with no dance floor, people had to manage with whatever place they were getting
The place is known for its beach view but as we went on weekday could not see that
Food- ofcourse no one should expect anything with the food we get in pubs , it was not good here as well
Overall it was not a very good experience at this place",0,"['thing', 'like', 'place', 'ambience', 'good', 'everything', 'average', 'average', 'service', 'place', 'pathetic', 'call', 'waiter', 'several', 'time', 'one', 'small', 'thing', 'also', 'pub', 'no', 'dance', 'floor', 'people', 'manage', 'whatever', 'place', 'get', 'place', 'know', 'beach', 'view', 'go', 'weekday', 'could', 'not', 'see', 'food', 'ofcourse', 'no', 'one', 'expect', 'anything', 'food', 'get', 'pub', 'not', 'good', 'well', 'overall', 'not', 'good', 'experience', 'place']",thing like place ambience good everything average average service place pathetic call waiter several time one small thing also pub no dance floor people manage whatever place get place know beach view go weekday could not see food ofcourse no one expect anything food get pub not good well overall not good experience place,0.03792926928539809,0.05337580689675564,0.9086949238178464
Komatose - Holiday Inn Express & Suites,The management is naive and doesnt know how to keep the place happening. The happy hours timing goes for a toss as they have limited or better to say nothing at disposal during that time. Only your frustrated mood can save your day and only focussing on your drinks is the thing you could do here.,0,"['management', 'naive', 'doesnt', 'know', 'keep', 'place', 'happen', 'happy', 'hour', 'time', 'go', 'toss', 'limited', 'well', 'say', 'nothing', 'disposal', 'time', 'frustrate', 'mood', 'save', 'day', 'focussing', 'drink', 'thing', 'could']",management naive doesnt know keep place happen happy hour time go toss limited well say nothing disposal time frustrate mood save day focussing drink thing could,0.036881489633486815,0.036073834725737934,0.9270446756407752
Hyderabadi Daawat,Stopped for lunch here. Service is very quick and polite. Ordered two family pack biryani for 7 of us. Quantity is quite good. Moreover the biryani is awesome. One of the best biryani places in and around. Keep it up.,1,"['stop', 'lunch', 'service', 'quick', 'polite', 'order', 'two', 'family', 'pack', 'biryani', 'u', 'quantity', 'quite', 'good', 'moreover', 'biryani', 'awesome', 'one', 'best', 'biryani', 'place', 'around', 'keep']",stop lunch service quick polite order two family pack biryani u quantity quite good moreover biryani awesome one best biryani place around keep,0.03853699252136752,0.03912119998057499,0.9223418074980575
Behrouz Biryani,"poor service, lake of responsibility, very very worst",0,"['poor', 'service', 'lake', 'responsibility', 'bad']",poor service lake responsibility bad,0.13333333333333333,0.05,0.8166666666666668
Paradise,Nice Biryani. The taste was good but the quantity was less. The service was good and staff was curious. 1 biryani is sufficient for two people. Value for money,1,"['nice', 'biryani', 'taste', 'good', 'quantity', 'less', 'service', 'good', 'staff', 'curious', 'biryani', 'sufficient', 'two', 'people', 'value', 'money']",nice biryani taste good quantity less service good staff curious biryani sufficient two people value money,0.03382173382173382,0.015934065934065933,0.9502442002442001
Eat India Company,"Too much of crowd and no one will attend you for quite some time. Worst experience till date. Totally waste of time visiting this place, you ll leave this place in frustration.",0,"['much', 'crowd', 'no', 'one', 'attend', 'quite', 'time', 'bad', 'experience', 'till', 'date', 'totally', 'waste', 'time', 'visit', 'place', 'leave', 'place', 'frustration']",much crowd no one attend quite time bad experience till date totally waste time visit place leave place frustration,0.06961805555555556,0.05247189153439154,0.8779100529100529
Asian Meal Box,"Very bad service .no less than tricksters.should be sued for this.just need opportunity for taking money.evn after one minute of cancellation ,they are not refunding money",0,"['bad', 'service', 'no', 'less', 'trickstersshould', 'sue', 'thisjust', 'need', 'opportunity', 'take', 'moneyevn', 'one', 'minute', 'cancellation', 'not', 'refund', 'money']",bad service no less trickstersshould sue thisjust need opportunity take moneyevn one minute cancellation not refund money,0.06071142399267399,0.0628577152014652,0.8764308608058607
Sardarji's Chaats & More,missing cutlery,1,"['miss', 'cutlery']",miss cutlery,0.013888888888888888,0.05555555555555555,0.9305555555555556
B-Dubs,"This place! Amaze balls!
I mean the food, the ambience, the games, the whole experience was so worrh it!
Akhil thankyou for your hospitality! We had lots of funnnnn!
If you want a place to just have fun, this is the go-to place!",1,"['place', 'amaze', 'ball', 'mean', 'food', 'ambience', 'game', 'whole', 'experience', 'worrh', 'akhil', 'thankyou', 'hospitality', 'lot', 'funnnnn', 'want', 'place', 'fun', 'goto', 'place']",place amaze ball mean food ambience game whole experience worrh akhil thankyou hospitality lot funnnnn want place fun goto place,0.03420796285141251,0.029999899747468403,0.9357921374011191
Green Bawarchi Restaurant,DONT EVER ORDER FROM THIS PLACE. THEY SERVE TASTELESS RAW CHICKEN WITH NO REMORSE AND NO REACTION. WORST RESTAURANT OF GACHIBOWLI!! NO ACTION,0,"['dont', 'ever', 'order', 'place', 'serve', 'tasteless', 'raw', 'chicken', 'no', 'remorse', 'no', 'reaction', 'worst', 'restaurant', 'gachibowli', 'no', 'action']",dont ever order place serve tasteless raw chicken no remorse no reaction worst restaurant gachibowli no action,0.02782061688311688,0.0681344696969697,0.9040449134199136
Kritunga Restaurant,Not upto the mark,0,"['not', 'upto', 'mark']",not upto mark,0.008333333333333333,0.32916666666666666,0.6625
Deli 9 Bistro,I had lunch many times here. Nice place with good food. Never had issues with services. They have many varieties of food starting from sizzling to paneer roti .,1,"['lunch', 'many', 'time', 'nice', 'place', 'good', 'food', 'never', 'issue', 'service', 'many', 'variety', 'food', 'start', 'sizzle', 'paneer', 'roti']",lunch many time nice place good food never issue service many variety food start sizzle paneer roti,0.02452677226525911,0.05351812691450849,0.9219551008202325
